HSK_Vocab_ID	HSK_Vocab_Level	HSK_Vocab_Pinyin	HSK_Vocab	HSK_Vocab_Sentance
8933	7-9	róngxǔ	容许	容许我向您介绍Mayuko。
8934	7-9	sǎomù	扫墓	清明节时，我们全家一起去扫墓。
8935	7-9	shāixuǎn	筛选	公司正在筛选最合适的候选人。
8936	7-9	róng	融	冰融化成水。
8937	7-9	rónghuà	融化	冰融化成水。
8938	7-9	róngqià	融洽	他们相处融洽。
8939	7-9	rǒngcháng	冗长	这些是无用且冗长的会议。
8940	7-9	shānchuān	山川	中国的山川河流美丽壮观。
8941	7-9	róuruǎn	柔软	这条毛巾蓬松又柔软，特别舒服。
8942	7-9	róu	揉	那个女人矫揉造作。
8943	7-9	rúguǒ shuō	如果说	如果说几何学是空间的科学，那时间的科学是什么？
8944	7-9	rúshí	如实	如果细究起来，实则不然。
8945	7-9	rúyì	如意	万事如意。
8946	7-9	rúyuànyǐcháng	如愿以偿	你如愿以偿了吗?
8947	7-9	rúzuì-rúchī	如醉如痴	演奏会上的音乐让观众如醉如痴。
8948	7-9	Rújiā	儒家	他在一家科学机构工作，在那里有语言学家，文学学者，历史学家，社会学家，经济学家和其他学者探讨一切有关侏儒的事。
8949	7-9	rúxué	儒学	他在一家科学机构工作，在那里有语言学家，文学学者，历史学家，社会学家，经济学家和其他学者探讨一切有关侏儒的事。
8950	7-9	rùchǎng	入场	免费入场。
8951	7-9	rùchǎngquàn	入场券	在哪能买到入场券？
8952	7-9	rùjìng	入境	请你把护照出示给我看看，还有入境表格填好了吗？
8953	7-9	rùqīn	入侵	Tatoeba:好像怪客入侵还不够似的。
8954	7-9	rùshǒu	入手	三天之后，也就是下周一，时机就成熟了，到时教授和其帮派的骨干分子都会落入警方的手掌心。
8955	7-9	rùxuǎn	入选	他很有希望入选。
8956	7-9	ruǎnruò	软弱	软弱的医生使伤口发臭。
8957	7-9	ruǎnshílì	软实力	文化是一个国家重要的软实力。
8958	7-9	ruìxuě	瑞雪	瑞雪兆丰年。
8959	7-9	rùn	润	旅行社的利润猛涨。
8960	7-9	ruògān	若干	我有若干问题需要解答。
8961	7-9	ruòdiǎn	弱点	克服弱点。
8962	7-9	ruòshì	弱势	四月是全国弱势团体医疗月。
8963	7-9	sā	撒	不要撒谎!
8964	7-9	sāhuǎng	撒谎	不要撒谎!
8965	7-9	sàichē	赛车	汤姆参加了当地的一个自行车比赛
8966	7-9	sàipǎo	赛跑	我和他比赛跑步。
8967	7-9	sānfān-wǔcì	三番五次	他三番五次评判别人。
8968	7-9	sānjiǎo	三角	求三角形的面积
8969	7-9	sānwéi	三维	正如我们的数学家所言，这个空间有三个维度，可称之为长度，宽度和厚度，并且始终可以通过参考三个平面来定义，每个平面彼此成直角。
8970	7-9	sànbù	散布	他喜欢在乡间散布谣言。
8971	7-9	sànfā	散发	这朵花散发出强烈的香味。
8972	7-9	sāngná	桑拿	她喜欢去桑拿。
8973	7-9	sǎngzi	嗓子	一根鱼刺卡在我嗓子里了。
8974	7-9	sàngshēng	丧生	她儿子在车祸中丧生。
8975	7-9	sāoluàn	骚乱	骚乱发生后，警方迅速恢复了秩序。
8976	7-9	sāorǎo	骚扰	Tom不想在Mary读书时骚扰她。
8977	7-9	sǎochú	扫除	春节前，我们家要进行一次大扫除。
8978	7-9	sǎomiáo	扫描	汤姆，你能教玛丽用扫描仪吗？
8979	7-9	sǎomù	扫墓	清明节时，许多人去墓地扫墓。
8980	7-9	sǎoxìng	扫兴	你们俩真扫我的雅兴。
8981	7-9	sǎozi	嫂子	我嫂子做的饭菜非常好吃。
8982	7-9	sēngrén	僧人	少林寺里的僧人每天练武。
8983	7-9	shāhài	杀害	我怕杀害动物。
8984	7-9	shāshǒu	杀手	贝蒂是连环杀手。
8985	7-9	shālóng	沙龙	这家咖啡馆常举办文化沙龙活动。
8986	7-9	shātān	沙滩	我在沙滩
8987	7-9	shā	纱	好漂亮的婚纱！
8988	7-9	shāchē	刹车	刹车失灵了。
8989	7-9	shātáng	砂糖	不要放砂糖。
8990	7-9	shāyú	鲨鱼	鲨鱼皮比金枪鱼皮粗糙多了。
8991	7-9	shǎguā	傻瓜	傻瓜。
8992	7-9	shāi	筛	这是一个筛子。
8993	7-9	shāixuǎn	筛选	公司正在筛选合适的求职者。
8994	7-9	shài tàiyáng	晒太阳	去阳台上晒晒太阳怎么样？
8995	7-9	shānchuān	山川	祖国的山川河流令人叹为观止。
8996	7-9	shāndǐng	山顶	山顶被雪覆盖了。
8997	7-9	shāngāng	山冈	这里的周围都是山冈。
8998	7-9	shānlǐng	山岭	我们的目的地在远处的山岭之间。
8999	7-9	shānlù	山路	我们在山洞里迷了路。
9000	7-9	shānzhài	山寨	我似乎不太喜欢小米，我觉得小米是屌丝用的手机，就是个山寨机。
9001	7-9	shān	删	请删除这段话。
9002	7-9	shānchú	删除	请删除这段话。
9003	7-9	shāndòng	煽动	他因煽动群众闹事而被逮捕。
9004	7-9	shǎnshuò	闪烁	阳光在湖面上闪烁。
9005	7-9	shàn	善	善待安。
9006	7-9	shànyì	善意	我们永远不会忘记你的善意
9007	7-9	shàncháng	擅长	他擅长骑马。
9008	7-9	shànzì	擅自	他擅自更改了合同内容。
9009	7-9	shànshí	膳食	您吃了什么样的膳食？
9010	7-9	shànyǎng	赡养	等父母老了，我会赡养他们。
9011	7-9	shāngcán	伤残	战争中许多士兵变成了伤残军人。
9012	7-9	shānggǎn	伤感	与朋友吵架是件很伤感情的事。
9013	7-9	shānghén	伤痕	汤姆的脸颊上有一块伤痕。
9014	7-9	shāng nǎojīn	伤脑筋	真伤脑筋。
9015	7-9	shāngshì	伤势	她的父母不能不担心她的伤势。
9016	7-9	shāngfàn	商贩	这个市场里有很多小商贩在卖东西。
9017	7-9	shēnzhāng	伸张	他勇敢地为自己的权利伸张正义。
9018	7-9	shāngtǎo	商讨	不先与我们的承包商讨论的话我无法计算出最后的费用。
9019	7-9	shàngbào	上报	最重要的是马上报警。
9020	7-9	shàngchǎng	上场	上场时,队长先上.
9021	7-9	shàngfāng	上方	时钟在壁炉的上方。
9022	7-9	shēnjià	身价	他因为获得了大奖而身价倍增。
9023	7-9	shànghuǒ	上火	他能赶上火车吗？
9024	7-9	shàngkōng	上空	山顶上空气稀薄。
9025	7-9	shàngliú	上流	Mary 微笑的脸上流露著喜悦的神情。
9026	7-9	shàng qī	上期	她是最后一个我在聚会上期待看到的女人了。
9027	7-9	shàngrèn	上任	新官上任三把火。
9028	7-9	shàngshù	上述	我们的建国理念是“人人生而平等”。几个世纪以来，我们一直在全国乃至世界范围内为实践上述理念的真谛而浴血奋斗。
9029	7-9	shàngsi	上司	我的上司被逼迫辞职。
9030	7-9	shàngsù	上诉	被告会向上级法院上诉。
9031	7-9	shàngtiáo	上调	我在鱼上洒盐和胡椒作调味。
9032	7-9	shàngtou	上头	别坐那上头。
9033	7-9	shàngxiàn	上限	这个班学生人数的上限是15。
9034	7-9	shēnqiè	深切	我们对他的去世感到深切的悲痛。
9035	7-9	shàngyǐn	上瘾	Tatoeba会使人上瘾。
9036	7-9	shàngyìng	上映	汤姆检查电视时间表，看看在上映什么。
9037	7-9	shàngyóu	上游	河的上游很美。
9038	7-9	shàng	尚	危险尚在。
9039	7-9	shàngwèi	尚未	春天尚未来临。
9040	7-9	shāo	捎	请捎一封信给我家人。
9041	7-9	shāohuǐ	烧毁	十间房屋被烧毁了。
9042	7-9	shāokǎo	烧烤	我喜欢烧烤食物。
9043	7-9	shāohòu	稍后	请您稍后再来好吗？
9044	7-9	shāohòu	稍候	请稍候。
9045	7-9	shāoshāo	稍稍	请稍候。
9046	7-9	shǎobuliǎo	少不了	我少不了这本字典。
9047	7-9	shǎojiàn	少见	我很少见到它。
9048	7-9	shǎoliàng	少量	尚余少量名额，报名从速。
9049	7-9	shǎoyǒu	少有	他最少有六十岁。
9050	7-9	Shàolín Sì	少林寺	少林寺是中国著名的武术发源地。
9051	7-9	shàonǚ	少女	那个少女一下子哭了起来。
9052	7-9	shēchǐ	奢侈	广告怂恿我们买奢侈品。
9053	7-9	shēwàng	奢望	你想要找一个高学历、高收入、姿容和性格都很好的人，但这难道不是太奢望了吗？
9054	7-9	shè	设	假设得很大。
9055	7-9	shèdìng	设定	请先把那个资料夹设定为共用
9056	7-9	shèfǎ	设法	她设法保住面子。
9057	7-9	shèhuì zhǔyì	社会主义	汤姆是个社会主义者。
9058	7-9	shèjiāo	社交	你不应该在社交网络上分享过多私人信息。
9059	7-9	shèlùn	社论	今天的报纸上有一篇关于环境保护的社论。
9060	7-9	shètuán	社团	你参加社团活动吗？
9061	7-9	shèxián	涉嫌	很抱歉，我们无法记录您的参与。这可能是由于您已经参加过这个机会，或涉嫌违反我们的服务条款。您将被重新导向网站。
9062	7-9	shèshìdù	摄氏度	今天的气温上升到了30摄氏度。
9063	7-9	shéi zhīdào	谁知道	谁知道？
9064	7-9	shēnbàn	申办	这个城市正在申办下一届奥运会。
9065	7-9	shēnbào	申报	你有任何要申报的东西吗？
9066	7-9	shēnlǐng	申领	请携带身份证来申领护照。
9067	7-9	shēnshǒu	伸手	这个婴儿盯著我的原子笔看, 并且伸手要拿它。
9068	7-9	shēnsuō	伸缩	这个折叠梯可以自由伸缩，非常方便。
9069	7-9	shēnzhāng	伸张	他勇敢地为正义伸张。
9070	7-9	shēnbùyóujǐ	身不由己	工作繁忙让我身不由己。
9071	7-9	shēnjià	身价	他因获奖而身价倍增。
9072	7-9	shēnqū	身躯	没有什么我能拿来与友谊相比；诸神赐予人们之物中没有什么比它更好。人们或是更喜爱金钱，或是更喜爱健康的身躯，或是更喜爱名誉和荣耀，或是更喜爱高兴快乐——但是人的这些想法大错特错，因为它们是不确定的并且来自运气，而非来自智慧。事实上，友谊从智慧、爱、美德与勇气中来；没有勇气友谊就不能存在。如果没有朋友，你就过着暴君的生活；如果你找到了真正的朋友，你的生活就有福了。
9073	7-9	shēnxīn	身心	身心俱疲。
9074	7-9	shēnyǐng	身影	不能过度运动，要量力而行，否则反而对身体造成负面影响。
9075	7-9	shēnzi	身子	那就不要光着身子散步!
9076	7-9	shēnshì	绅士	他是一位绅士。
9077	7-9	shēn'ào	深奥	这是一道深奥的数学题。
9078	7-9	shēnqiè	深切	我对他的离去感到深切的悲痛。
9079	7-9	shēnqíng	深情	体现了 彼此间 深厚的 感情.
9080	7-9	shēnrù-rénxīn	深入人心	这部电影的主题深入人心。
9081	7-9	shēnshòu	深受	观众深受感动。
9082	7-9	shēnsī	深思	他选每个词都深思熟虑。
9083	7-9	shēnxìn	深信	我深信事情会往更好的方向转变。
9084	7-9	shēnyè	深夜	琳达深夜回家。
9085	7-9	shēnyuǎn	深远	这项技术的影响深远。
9086	7-9	shénqì	神气	这个地方有一种神秘的气氛。
9087	7-9	shénshèng	神圣	卫兵神圣,不可侵犯
9088	7-9	shéntài	神态	玛丽娜现在仍是个浪漫的人，她还没有陷入消极的精神状态 -- 那是一种认为一个人必须找一个角落活着，不管哪儿，然后一生就回绕着那个角落的的精神状态。
9089	7-9	shénxiān	神仙	神仙只在童话里存在。
9090	7-9	shěn	审	她没有审美感。
9091	7-9	shěndìng	审定	法律草案已经通过了审定。
9092	7-9	shěnhé	审核	请提交材料以供审核。
9093	7-9	shěnměi	审美	她没有审美感。
9094	7-9	shěnpàn	审判	1632年，伽利略出了一本书，里面指出了地球绕太阳转。 天主教会逮住了他并审判了他。
9095	7-9	shěnpī	审批	这个项目的资金正在等待审批。
9096	7-9	shěnshì	审视	好好审视自己吧。
9097	7-9	shèn	肾	他因肾功能衰竭住院了。
9098	7-9	shènzhìyú	甚至于	他太累了，甚至于连话都说不出来了。
9099	7-9	shèn	渗	骇客们找到渗透私人或公共网络的新方法。
9100	7-9	shèntòu	渗透	骇客们找到渗透私人或公共网络的新方法。
9101	7-9	shènzhòng	慎重	选择朋友要慎重。
9102	7-9	shēngwēn	升温	今天的气温升高到摄氏三十度。
9103	7-9	shēngjī	生机	这家工厂生产CD机。
9104	7-9	shēnglǐ	生理	只有少数的学生理解了这道问题。
9105	7-9	shēngmìngxiàn	生命线	环境保护是地球的生命线。
9106	7-9	shēngpà	生怕	那个学生看起来好可怕。
9107	7-9	shēngpíng	生平	我生平第一次坐了飞机。
9108	7-9	shēngqián	生前	我出生前，我父亲就死了。
9109	7-9	shēngsǐ	生死	人无法长生不死。
9110	7-9	shēngtài	生态	我问了他许多关于生态环境的问题。
9111	7-9	shēngwù	生物	火星上有生物吗？
9112	7-9	shēngxiào	生效	协议将在今晚午夜生效。
9113	7-9	shēngyá	生涯	他的政治生涯完蛋了。
9114	7-9	shēngyìng	生硬	他的回答非常生硬，令人不舒服。
9115	7-9	shēngyù	生育	她把她的一生献给了教育事业。
9116	7-9	shēngchēng	声称	她声称自己没罪。
9117	7-9	shēngwàng	声望	其实，他感谢他的声望一些他的母亲。
9118	7-9	shēngyù	声誉	维持一个人的声誉是很难的。
9119	7-9	shēngchù	牲畜	你这个畜牲，给我滚开！
9120	7-9	shéngzi	绳子	抓住绳子。
9121	7-9	shěnglüè	省略	省略掉无用的词！
9122	7-9	shěngshì	省事	汤姆不省人事了。
9123	7-9	shèngxián	圣贤	人非圣贤，孰能无过。
9124	7-9	shèngchū	胜出	您是用了什么标准选定这篇评论胜出呢？
9125	7-9	shèngrèn	胜任	他胜任这份工作。
9126	7-9	shèngdà	盛大	他们为我办了一个盛大的派对。
9127	7-9	shènghuì	盛会	如果蜜蜂都偷懒的话，盛开的花便不会结果了。
9128	7-9	shèngkāi	盛开	鲜花盛开。
9129	7-9	shèngqì-língrén	盛气凌人	他总是以盛气凌人的态度对待别人。
9130	7-9	shèngyú	剩余	现在有剩余。
9131	7-9	shītǐ	尸体	后备箱内有具尸体。
9132	7-9	shīchuán	失传	这种几近失传的手法。
9133	7-9	shīkòng	失控	他会酒后失控。
9134	7-9	shīlì	失利	为了惩处累犯，约翰逊先生也创造了“二振出局”的政策，再次严重违反准则将永久失去免费旅行权利。
9135	7-9	shīliàn	失恋	乔治失恋了。
9136	7-9	shīlíng	失灵	刹车失灵了。
9137	7-9	shīluò	失落	汤姆失去了平衡摔落下来。
9138	7-9	shīmián	失眠	我有失眠症。
9139	7-9	shīmíng	失明	他失明了。
9140	7-9	shīxiào	失效	这张优惠券已经失效了。
9141	7-9	shīyèlǜ	失业率	失业率上升到5%。
9142	7-9	shīzōng	失踪	他失踪了。
9143	7-9	shīfàn	师范	他在师范大学学习教育学。
9144	7-9	shīzhǎng	师长	老师请了我的家长。
9145	7-9	shīzī	师资	教师的工资比律师低。
9146	7-9	shīzi	狮子	狮子很强壮。
9147	7-9	shīgōng	施工	我们立即开始施工。
9148	7-9	shījiā	施加	如果你有一个积极的态度，你就想办法解决 你能够解决的 问题，别去关心 你不能施加影响的 事物。
9149	7-9	shīxíng	施行	根本就没实施过逮捕行动。
9150	7-9	shīyā	施压	他向我施压。
9151	7-9	shīdù	湿度	今天的湿度很高，让人感到闷热。
9152	7-9	shīrùn	湿润	因为气候又暖和又湿润，所以广州一年到头都有花。
9153	7-9	shízì lùkǒu	十字路口	在十字路口右转。
9154	7-9	shíbùshí	时不时	他仍然时不时来看我。
9155	7-9	shíduàn	时段	我每天工作不同时段。
9156	7-9	shí gé	时隔	每隔一定的时间，他就会停下来，环顾四周。
9157	7-9	shíhǎo-shíhuài	时好时坏	我父亲的状况时好时坏。
9158	7-9	shíjiānbiǎo	时间表	有时间表吗？
9159	7-9	shíkōng	时空	你什么时候有空？
9160	7-9	shímáo	时髦	赶上时髦
9161	7-9	shíshàng	时尚	她很了解最新的时尚趋势。
9162	7-9	shísù	时速	这辆火车时速20英里。
9163	7-9	shíbié	识别	​我们​来​自​世界​各​地，有​不​同​的​文化​背景，说​不​同​的​语言。可是，我们​十分​团结，大家​都​有​同样​的​目标。最​重要​的​是，我们​都​渴望​尊荣​耶和华，耶和华​就是​圣经​所​说​的​上帝，他​是​万物​的​创造主。我们​尽力​效法​耶稣基督，以​身​为​基督徒​为​荣。我们​每​个​人​都​常常​花​时间​帮助​别人​认识​圣经​和​上帝​的​王国。由于​我们​为​耶和华​上帝​和​他​的​王国​作​见证，也​就是​向​别人​传讲​上帝​和​他​王国​的​真理，所以​我们​称​为​耶和华见证人。
9164	7-9	shídì	实地	我的真实地址如下。
9165	7-9	shíhuà	实话	实话？
9166	7-9	shíhuà-shíshuō	实话实说	我不想分析这事实的原因，因为那样我就不得不进入政治领域，这是我所想避免的。我只是实话实说。
9167	7-9	shíkuàng	实况	该有人告诉她真实情况。
9168	7-9	shíshì-qiúshì	实事求是	实事求是。
9169	7-9	shítǐ	实体	请你把你的真实体验写下来。
9170	7-9	shíwù	实物	她确实喜欢动物。
9171	7-9	shízhì	实质	我们看东西不是看其实质，而是以我们的主观意识看它们的。
9172	7-9	shísù	食宿	旅行社提供免费的食宿服务。
9173	7-9	shíyòng	食用	这些鱼肉可以食用。
9174	7-9	shǐwúqiánlì	史无前例	这次合作是一次史无前例的尝试。
9175	7-9	shǐhuan	使唤	他喜欢使唤别人干活。
9176	7-9	shǐmìng	使命	他身负机密使命。
9177	7-9	shǐzhě	使者	非母语使用者也是使用者。
9178	7-9	shìqì	士气	士兵们失去了战斗的勇气。
9179	7-9	shìwēi	示威	工会参加了示威游行吗？
9180	7-9	shìyì	示意	父亲示意我离开房间。
9181	7-9	shìdài	世代	文化世代相传。
9182	7-9	shìgu	世故	世界上有什么地方能比得上你的故乡好啊？
9183	7-9	shìjiè jí	世界级	波特是最棒的守门员之一。他常常可以有世界级的扑救。
9184	7-9	shìxí	世袭	最光明的处世方法是既蔑视社会的因袭，又过着与社会的因袭不相矛盾的生活。
9185	7-9	shìchǎng jīngjì	市场经济	中国实行市场经济已经几十年了。
9186	7-9	shìbì	势必	显然地势必要做些什么。
9187	7-9	shìbùkědāng	势不可当	这支球队的表现势不可当。
9188	7-9	shìtou	势头	文章开头讲了当前的形势。
9189	7-9	shìjì	事迹	文学作品是关系到一个国家统治的伟大成就，以及永恒地位的辉煌事迹。
9190	7-9	shìtài	事态	他一直都对他的未来事业保持着开明的心态。
9191	7-9	shìwù	事务	他知道很多外国事务。
9192	7-9	shìwùsuǒ	事务所	21个月前在寒冬所开始的一切不应当在今天这个秋夜结束。今天的选举胜利并不是我们所寻求的改变--这只是我们进行改变的机会。如果我们仍然按照过去的方式行事，我们所寻求的改变将不会发生。没有你们，没有服务和牺牲的新精神，就不可能发生改变。因此，让我们发扬新的爱国和负责精神，所有的人都下定决心参与其中，更加努力地工作，不仅是为自己而是为彼此。
9193	7-9	shìxiàng	事项	关于财务方面的事项，公司里没有人比琼斯先生更了解。
9194	7-9	shìyí	事宜	他处理该事宜。
9195	7-9	shìhòu	侍候	她细心地侍候生病的父亲。
9196	7-9	shìtan	试探	汤姆在试探我。
9197	7-9	shìxíng	试行	在面试的时候你必须见机行事。
9198	7-9	shìyòng	试用	我尝试用左手写字。
9199	7-9	shìyòngqī	试用期	我朋友新工作的试用期每月工资三千人民币，试用期满后每月的工资三千五百人民币。
9200	7-9	shìchá	视察	干部们视察了我们的学校。
9201	7-9	shìjiǎo	视角	望远镜为我们的文明开启了一种全新的视角来观察宇宙。
9202	7-9	shìjué	视觉	魅力冲击视觉，美德征服心灵。
9203	7-9	shìlì	视力	他的视力不佳。
9204	7-9	shìxiàn	视线	她转移了视线。
9205	7-9	shìyě	视野	我喜欢视野好的房子。
9206	7-9	shìzi	柿子	我没买柿子椒。
9207	7-9	shìfēi	是非	他是非不分。
9208	7-9	shìdù	适度	适度的运动让身心焕然一新。
9209	7-9	shìliàng	适量	烹饪时加入适量的盐会更美味。
9210	7-9	shìshí	适时	听说适时地补充水分可以预防中暑。
9211	7-9	shìyí	适宜	这件衣服在春天穿非常适宜。
9212	7-9	shìshì	逝世	他昨天逝世了。
9213	7-9	shìfàng	释放	释放我！
9214	7-9	shìhào	嗜好	葵的嗜好是跳舞。
9215	7-9	shōufù	收复	截至上周，我还没有收到答复。
9216	7-9	shōujù	收据	你有没有收据？
9217	7-9	shōuliǎn	收敛	他变得更成熟，性格也开始收敛了。
9218	7-9	shōuliú	收留	Bob将自己收集的邮票大部分都给了Tina，只留了一小部分给自己。
9219	7-9	shōumǎi	收买	百分之十五的房屋将是经济适用，所以低收入家庭会在这个地区买或者租房子。
9220	7-9	shōushìlǜ	收视率	这部电视剧的收视率创下新高。
9221	7-9	shōusuō	收缩	水果放久了，就会收缩。
9222	7-9	shōuzhī	收支	他设法使收支平衡。
9223	7-9	shǒubì	手臂	你的手臂疼吗？
9224	7-9	shǒucè	手册	她正在读一本园艺手册。
9225	7-9	shǒudòng	手动	您现已切换至手动呼吸模式。
9226	7-9	shǒujiǎo	手脚	你可以看，可以听，但手脚不要乱动。
9227	7-9	shǒupà	手帕	你的手帕掉了。
9228	7-9	shǒuqiāng	手枪	我把我的手枪指向了目标。
9229	7-9	shǒushì	手势	多温柔的手势啊。
9230	7-9	shǒushùshì	手术室	病人已经被送入手术室准备手术。
9231	7-9	shǒutóu	手头	你现在手头儿有钱吗？先借我点儿。
9232	7-9	shǒuwàn	手腕	汤姆扭伤了手腕。
9233	7-9	shǒuyì	手艺	我祖母是个园艺巧手。
9234	7-9	shǒuzhǎng	手掌	我不弯膝也能把手掌平放在地上。
9235	7-9	shǒuhòu	守候	他在医院外守候了一整晚。
9236	7-9	shǒuhù	守护	默默守护中，有人跑到街头，叫来了协警。
9237	7-9	shǒuzhū-dàitù	守株待兔	我们不能像守株待兔那样等待机会。
9238	7-9	shǒuchuàng	首创	汤姆三年前创作了那首歌。
9239	7-9	shǒufǔ	首府	兰辛是密西根州的首府。
9240	7-9	shǒupī	首批	要是你想批评别人的话，首先需要改进自己的做法。
9241	7-9	shǒushì	首饰	玛丽通常不戴首饰。
9242	7-9	shǒuyào	首要	首先，我要听听双方的意见。
9243	7-9	shòumìng	寿命	蝴蝶的寿命短。
9244	7-9	shòuguò	受过	我亲自感受过。
9245	7-9	shòuhài	受害	谁会是下一个受害者?
9246	7-9	shòuhàirén	受害人	我相信马太, 马可, 路加和约翰 所说的话。假如我在一场车祸中是受害者的话，如果他们成为我的证人（目击者）我会很欣慰。
9247	7-9	shòuhuì	受贿	他绝对不会是受贿的人。
9248	7-9	shòujīng	受惊	我很受惊吓的。
9249	7-9	shòukǔ	受苦	你真想让汤姆受苦吗？
9250	7-9	shòulǐ	受理	我受不了他的无理。
9251	7-9	shòupiàn	受骗	你受骗了。
9252	7-9	shòuyì	受益	满招损, 谦受益。
9253	7-9	shòuquán	授权	他授权给我解雇了他们。
9254	7-9	shòuyǔ	授予	他曾经被授予金牌。
9255	7-9	shòujià	售价	售价用红墨水写。
9256	7-9	shòupiào	售票	现在售票。
9257	7-9	shūchú	书橱	我的书橱里放满了各种各样的书籍。
9258	7-9	shūjí	书籍	他有很多历史书籍。
9259	7-9	shūjì	书记	直到党委书记出面加以解释，才算打消了这种想法。
9260	7-9	shūmiàn	书面	口语比书面语更贴近生活。
9261	7-9	shūxiě	书写	她不会读书写字。
9262	7-9	shūqíng	抒情	我喜欢抒情诗多于史诗。
9263	7-9	shūniǔ	枢纽	上海是中国的重要交通枢纽。
9264	7-9	shū	梳	这是梳子。
9265	7-9	shūlǐ	梳理	梳理你的头发。
9266	7-9	shūzi	梳子	这是梳子。
9267	7-9	shūchàng	舒畅	喝了一碗热汤，心情舒畅。
9268	7-9	shūdǎo	疏导	交警正在疏导拥堵的交通。
9269	7-9	shūhu	疏忽	疏忽招致盗贼。
9270	7-9	shūsàn	疏散	人们因为洪水被疏散了。
9271	7-9	shūtōng	疏通	管道工人已经疏通了堵塞的下水道。
9272	7-9	shūjiā	输家	我是个输家。
9273	7-9	shūsòng	输送	这条管道主要用于输送天然气。
9274	7-9	shūxuè	输血	医生说患者需要立即输血。
9275	7-9	shūyè	输液	他因为感冒在医院接受输液治疗。
9276	7-9	shú	赎	合作是人类唯一的救赎。
9277	7-9	shǔqī	暑期	我应征了一个暑期实习。
9278	7-9	shǔxìng	属性	皮卡丘是电属性的宝可梦。
9279	7-9	shǔguāng	曙光	战争结束后，人们终于看到了和平的曙光。
9280	7-9	shùfù	束缚	我想她想要的是束缚与支配。
9281	7-9	shùlì	树立	上海人要树立上海新形象。
9282	7-9	shùmù	树木	树木很稀少。
9283	7-9	shùshāo	树梢	鸟儿站在树梢上唱歌。
9284	7-9	shùyīn	树荫	我们在树荫下休息。
9285	7-9	shùzhī	树枝	鸟用细树枝筑巢。
9286	7-9	shù	竖	竖起你的耳朵。
9287	7-9	shù'é	数额	给孩子的零用钱不该超过必要的数额。
9288	7-9	shùjùkù	数据库	这是个非常好的数据库。
9289	7-9	shuāxīn	刷新	他刷新了百米短跑的世界纪录。
9290	7-9	shuǎ	耍	不要耍我！
9291	7-9	shuǎlài	耍赖	小孩子经常喜欢耍赖不想做作业。
9292	7-9	shuāijiǎn	衰减	随着距离的增加，信号会逐渐衰减。
9293	7-9	shuāijié	衰竭	他因为心脏衰竭住院了。
9294	7-9	shuāilǎo	衰老	我爷爷日渐衰老。
9295	7-9	shuāiruò	衰弱	我是多么的衰弱啊！（请核对原文是否有误）
9296	7-9	shuāituì	衰退	由于年龄的关系，他的记忆力衰退了。
9297	7-9	shuāijiāo	摔跤	雨天路滑，小心摔跤。
9298	7-9	shuǎi	甩	不要甩门。
9299	7-9	shuài	率	汇率是多少？
9300	7-9	shuān	拴	他把狗拴在一棵树上。
9301	7-9	shuàn	涮	我们今晚吃涮羊肉吧！
9302	7-9	shuāngbāotāi	双胞胎	Jean和Kate是双胞胎。
9303	7-9	shuāngbiān	双边	双边贸易谈判取得了积极进展。
9304	7-9	shuāngchóng	双重	这个词有双重意思。
9305	7-9	shuāngxiàng	双向	我可以做中英双向翻译，参加跟外国人交际谈判。
9306	7-9	shuāngyíng	双赢	这个协议实现了买卖双方的双赢。
9307	7-9	shuāng	霜	霜还没有开始溶化。
9308	7-9	shuǎngkuai	爽快	真爽快！
9309	7-9	shuǐcáo	水槽	惠子巧妙地把碗碟迭起再拿到水槽。
9310	7-9	shuǐdào	水稻	我爸种水稻。
9311	7-9	shuǐguǎn	水管	水从破裂的水管倾泻而出。
9312	7-9	shuǐhú	水壶	请用开水把茶壶灌满。
9313	7-9	shuǐhuò	水货	他买了一台便宜的水货手机。
9314	7-9	shuǐjīng	水晶	这种水晶显然很贵。
9315	7-9	shuǐlì	水利	他利用这个机会提高英语水平。
9316	7-9	shuǐlínglíng	水灵灵	这些水果看起来水灵灵的，特别新鲜。
9317	7-9	shuǐlóngtóu	水龙头	水龙头在滴水。
9318	7-9	shuǐluò-shíchū	水落石出	真相很快就会水落石出了。
9319	7-9	shuǐmiàn	水面	花瓣浮在水面上。
9320	7-9	shuǐshǒu	水手	他们杀死了三千多水手。
9321	7-9	shuǐwēn	水温	水稻生长在温暖的气候。
9322	7-9	shuǐyù	水域	那鱼栖息在淡水域中。
9323	7-9	shuǐyuán	水源	湿地在生态系统中扮演着净化水源、防止洪水和侵蚀、为野生动物提供食物和栖息地的重要角色。
9324	7-9	shuǐzhǎng-chuángāo	水涨船高	旅游旺季时，酒店的价格也水涨船高。
9325	7-9	shuǐzhǔn	水准	东京是世界上消费水准最高的城市。
9326	7-9	shuìshōu	税收	税收就是合法的抢劫。
9327	7-9	shuìwù	税务	汤姆是税务督察。
9328	7-9	shuìdài	睡袋	野外露营时记得带一个保暖的睡袋。
9329	7-9	shùnbiàn	顺便	我得顺便给你讲件事。
9330	7-9	shùnchā	顺差	这个国家今年的贸易顺差达到了新高。
9331	7-9	shùnchàng	顺畅	这辆车没有以前跑得那么顺畅了。
9332	7-9	shùncóng	顺从	孩子们对老师的话总是非常顺从。
